id,spec,grade,wear,temp,target_torque,speed,label,label_name,length
E0900,M24,12.9,2,50,520.0,144.91,1,欠拧,97
E0901,M12,8.8,0,-10,80.0,127.05,2,过拧,90
E0902,M16,10.9,1,20,180.0,183.06,2,过拧,79
E0903,M20,12.9,2,50,320.0,127.49,2,过拧,151
E0904,M24,8.8,0,-10,520.0,141.22,2,过拧,205
E0905,M12,10.9,1,20,80.0,113.87,2,过拧,97
E0906,M16,12.9,2,50,180.0,128.01,2,过拧,101
E0907,M20,8.8,0,-10,320.0,118.58,2,过拧,173
E0908,M24,10.9,1,20,520.0,182.44,2,过拧,141
E0909,M12,12.9,2,50,80.0,182.93,2,过拧,51
E0910,M16,8.8,0,-10,180.0,166.97,2,过拧,91
E0911,M20,10.9,1,20,320.0,112.0,2,过拧,170
E0912,M24,12.9,2,50,520.0,125.79,2,过拧,178
E0913,M12,8.8,0,-10,80.0,195.33,2,过拧,58
E0914,M16,10.9,1,20,180.0,147.4,2,过拧,105
E0915,M20,12.9,2,50,320.0,125.9,2,过拧,134
E0916,M24,8.8,0,-10,520.0,181.83,2,过拧,154
E0917,M12,10.9,1,20,80.0,129.2,2,过拧,78
E0918,M16,12.9,2,50,180.0,151.69,2,过拧,90
E0919,M20,8.8,0,-10,320.0,178.7,2,过拧,125
E0920,M24,10.9,1,20,520.0,120.62,2,过拧,206
E0921,M12,12.9,2,50,80.0,153.43,2,过拧,62
E0922,M16,8.8,0,-10,180.0,180.98,2,过拧,93
E0923,M20,10.9,1,20,320.0,153.66,2,过拧,118
E0924,M24,12.9,2,50,520.0,135.91,2,过拧,171
E0925,M12,8.8,0,-10,80.0,155.97,2,过拧,61
E0926,M16,10.9,1,20,180.0,123.79,2,过拧,111
E0927,M20,12.9,2,50,320.0,179.59,2,过拧,103
E0928,M24,8.8,0,-10,520.0,119.65,2,过拧,220
E0929,M12,10.9,1,20,80.0,167.98,2,过拧,60
E0930,M16,12.9,2,50,180.0,140.69,2,过拧,100
E0931,M20,8.8,0,-10,320.0,114.97,2,过拧,183
E0932,M24,10.9,1,20,520.0,110.91,2,过拧,220
E0933,M12,12.9,2,50,80.0,178.16,2,过拧,53
E0934,M16,8.8,0,-10,180.0,129.25,2,过拧,119
E0935,M20,10.9,1,20,320.0,150.62,2,过拧,129
E0936,M24,12.9,2,50,520.0,179.76,2,过拧,126
E0937,M12,8.8,0,-10,80.0,154.78,2,过拧,67
E0938,M16,10.9,1,20,180.0,181.07,2,过拧,90
E0939,M20,12.9,2,50,320.0,139.27,2,过拧,135
E0940,M24,8.8,0,-10,520.0,173.4,2,过拧,146
E0941,M12,10.9,1,20,80.0,149.85,2,过拧,70
E0942,M16,12.9,2,50,180.0,123.14,2,过拧,114
E0943,M20,8.8,0,-10,320.0,189.16,2,过拧,113
E0944,M24,10.9,1,20,520.0,121.39,2,过拧,199
E0945,M12,12.9,2,50,80.0,131.09,2,过拧,73
E0946,M16,8.8,0,-10,180.0,159.8,2,过拧,101
E0947,M20,10.9,1,20,320.0,172.86,2,过拧,104
E0948,M24,12.9,2,50,520.0,123.96,2,过拧,187
E0949,M12,8.8,0,-10,80.0,159.14,2,过拧,61
E0950,M16,10.9,1,20,180.0,116.36,2,过拧,130
E0951,M20,12.9,2,50,320.0,118.45,2,过拧,148
E0952,M24,8.8,0,-10,520.0,124.11,2,过拧,212
E0953,M12,10.9,1,20,80.0,138.52,2,过拧,75
E0954,M16,12.9,2,50,180.0,148.49,2,过拧,90
E0955,M20,8.8,0,-10,320.0,167.25,2,过拧,131
E0956,M24,10.9,1,20,520.0,131.05,2,过拧,189
E0957,M12,12.9,2,50,80.0,170.61,2,过拧,56
E0958,M16,8.8,0,-10,180.0,186.21,2,过拧,85
E0959,M20,10.9,1,20,320.0,148.94,2,过拧,132
E0960,M24,12.9,2,50,520.0,147.37,2,过拧,163
E0961,M12,8.8,0,-10,80.0,161.39,2,过拧,64
E0962,M16,10.9,1,20,180.0,121.91,2,过拧,115
E0963,M20,12.9,2,50,320.0,182.68,2,过拧,95
E0964,M24,8.8,0,-10,520.0,131.83,2,过拧,197
E0965,M12,10.9,1,20,80.0,129.93,2,过拧,78
E0966,M16,12.9,2,50,180.0,141.2,2,过拧,94
E0967,M20,8.8,0,-10,320.0,155.11,2,过拧,134
E0968,M24,10.9,1,20,520.0,145.87,2,过拧,164
E0969,M12,12.9,2,50,80.0,191.2,2,过拧,49
E0970,M16,8.8,0,-10,180.0,176.61,2,过拧,86
E0971,M20,10.9,1,20,320.0,172.23,2,过拧,102
E0972,M24,12.9,2,50,520.0,140.43,2,过拧,170
E0973,M12,8.8,0,-10,80.0,137.81,2,过拧,77
E0974,M16,10.9,1,20,180.0,146.73,2,过拧,101
E0975,M20,12.9,2,50,320.0,183.33,2,过拧,102
E0976,M24,8.8,0,-10,520.0,168.2,2,过拧,171
E0977,M12,10.9,1,20,80.0,138.86,2,过拧,78
E0978,M16,12.9,2,50,180.0,177.5,2,过拧,74
E0979,M20,8.8,0,-10,320.0,154.13,2,过拧,146
E0980,M24,10.9,1,20,520.0,144.43,2,过拧,164
E0981,M12,12.9,2,50,80.0,118.96,2,过拧,80
E0982,M16,8.8,0,-10,180.0,127.45,2,过拧,130
E0983,M20,10.9,1,20,320.0,136.22,2,过拧,138
E0984,M24,12.9,2,50,520.0,187.39,2,过拧,116
E0985,M12,8.8,0,-10,80.0,140.22,2,过拧,75
E0986,M16,10.9,1,20,180.0,131.51,2,过拧,109
E0987,M20,12.9,2,50,320.0,134.91,2,过拧,134
E0988,M24,8.8,0,-10,520.0,121.7,2,过拧,213
E0989,M12,10.9,1,20,80.0,137.73,2,过拧,71
E0990,M16,12.9,2,50,180.0,175.69,2,过拧,78
E0991,M20,8.8,0,-10,320.0,161.95,2,过拧,130
E0992,M24,10.9,1,20,520.0,186.36,2,过拧,126
E0993,M12,12.9,2,50,80.0,136.43,2,过拧,71
E0994,M16,8.8,0,-10,180.0,111.87,2,过拧,139
E0995,M20,10.9,1,20,320.0,145.35,2,过拧,131
E0996,M24,12.9,2,50,520.0,188.58,2,过拧,116
E0997,M12,8.8,0,-10,80.0,154.62,2,过拧,67
E0998,M16,10.9,1,20,180.0,174.48,2,过拧,83
E0999,M20,12.9,2,50,320.0,166.03,2,过拧,113
E1000,M24,8.8,0,-10,520.0,186.74,2,过拧,146
E1001,M12,10.9,1,20,80.0,123.44,2,过拧,79
E1002,M16,12.9,2,50,180.0,147.91,2,过拧,95
E1003,M20,8.8,0,-10,320.0,187.25,2,过拧,108
E1004,M24,10.9,1,20,520.0,182.73,2,过拧,136
E1005,M12,12.9,2,50,80.0,184.69,2,过拧,54
E1006,M16,8.8,0,-10,180.0,115.68,2,过拧,139
E1007,M20,10.9,1,20,320.0,159.55,2,过拧,126
E1008,M24,12.9,2,50,520.0,133.19,2,过拧,161
E1009,M12,8.8,0,-10,80.0,173.25,2,过拧,60
E1010,M16,10.9,1,20,180.0,111.03,2,过拧,136
E1011,M20,12.9,2,50,320.0,120.78,2,过拧,139
E1012,M24,8.8,0,-10,520.0,151.69,2,过拧,167
E1013,M12,10.9,1,20,80.0,193.03,2,过拧,51
E1014,M16,12.9,2,50,180.0,196.5,2,过拧,72
E1015,M20,8.8,0,-10,320.0,159.34,2,过拧,128
E1016,M24,10.9,1,20,520.0,158.5,2,过拧,162
E1017,M12,12.9,2,50,80.0,135.26,2,过拧,66
E1018,M16,8.8,0,-10,180.0,186.18,2,过拧,87
E1019,M20,10.9,1,20,320.0,119.41,2,过拧,169
E1020,M24,12.9,2,50,520.0,180.02,2,过拧,134
E1021,M12,8.8,0,-10,80.0,157.63,2,过拧,72
E1022,M16,10.9,1,20,180.0,169.53,2,过拧,82
E1023,M20,12.9,2,50,320.0,182.16,2,过拧,93
E1024,M24,8.8,0,-10,520.0,138.64,2,过拧,193
E1025,M12,10.9,1,20,80.0,126.86,2,过拧,85
E1026,M16,12.9,2,50,180.0,133.22,2,过拧,106
E1027,M20,8.8,0,-10,320.0,194.78,2,过拧,112
E1028,M24,10.9,1,20,520.0,172.15,2,过拧,155
E1029,M12,12.9,2,50,80.0,128.13,2,过拧,80
E1030,M16,8.8,0,-10,180.0,129.07,2,过拧,129
E1031,M20,10.9,1,20,320.0,161.33,2,过拧,124
E1032,M24,12.9,2,50,520.0,142.15,2,过拧,169
E1033,M12,8.8,0,-10,80.0,181.46,2,过拧,54
E1034,M16,10.9,1,20,180.0,120.28,2,过拧,123
E1035,M20,12.9,2,50,320.0,165.35,2,过拧,105
E1036,M24,8.8,0,-10,520.0,114.29,2,过拧,251
E1037,M12,10.9,1,20,80.0,166.61,2,过拧,58
E1038,M16,12.9,2,50,180.0,127.92,2,过拧,106
E1039,M20,8.8,0,-10,320.0,136.67,2,过拧,158
E1040,M24,10.9,1,20,520.0,183.93,2,过拧,136
E1041,M12,12.9,2,50,80.0,145.95,2,过拧,66
E1042,M16,8.8,0,-10,180.0,138.98,2,过拧,122
E1043,M20,10.9,1,20,320.0,135.1,2,过拧,137
E1044,M24,12.9,2,50,520.0,157.46,2,过拧,143
E1045,M12,8.8,0,-10,80.0,112.16,2,过拧,99
E1046,M16,10.9,1,20,180.0,195.64,2,过拧,76
E1047,M20,12.9,2,50,320.0,141.79,2,过拧,131
E1048,M24,8.8,0,-10,520.0,137.8,2,过拧,194
E1049,M12,10.9,1,20,80.0,135.08,2,过拧,72
E1050,M16,12.9,2,50,180.0,173.02,2,过拧,82
E1051,M20,8.8,0,-10,320.0,160.06,2,过拧,137
E1052,M24,10.9,1,20,520.0,181.43,2,过拧,132
E1053,M12,12.9,2,50,80.0,137.47,2,过拧,67
E1054,M16,8.8,0,-10,180.0,161.82,2,过拧,104
E1055,M20,10.9,1,20,320.0,184.41,2,过拧,103
E1056,M24,12.9,2,50,520.0,163.6,2,过拧,131
E1057,M12,8.8,0,-10,80.0,110.9,2,过拧,96
E1058,M16,10.9,1,20,180.0,189.33,2,过拧,77
E1059,M20,12.9,2,50,320.0,186.47,2,过拧,85
E1060,M24,8.8,0,-10,520.0,174.65,2,过拧,145
E1061,M12,10.9,1,20,80.0,134.17,2,过拧,72
E1062,M16,12.9,2,50,180.0,138.44,2,过拧,94
E1063,M20,8.8,0,-10,320.0,158.05,2,过拧,141
E1064,M24,10.9,1,20,520.0,164.89,2,过拧,149
E1065,M12,12.9,2,50,80.0,152.51,2,过拧,60
E1066,M16,8.8,0,-10,180.0,125.95,2,过拧,124
E1067,M20,10.9,1,20,320.0,158.21,2,过拧,119
E1068,M24,12.9,2,50,520.0,149.53,2,过拧,149
E1069,M12,8.8,0,-10,80.0,112.46,2,过拧,96
E1070,M16,10.9,1,20,180.0,179.14,2,过拧,90
E1071,M20,12.9,2,50,320.0,154.49,2,过拧,116
E1072,M24,8.8,0,-10,520.0,147.48,2,过拧,192
E1073,M12,10.9,1,20,80.0,131.64,2,过拧,71
E1074,M16,12.9,2,50,180.0,158.13,2,过拧,88
E1075,M20,8.8,0,-10,320.0,182.19,2,过拧,119
E1076,M24,10.9,1,20,520.0,138.17,2,过拧,176
E1077,M12,12.9,2,50,80.0,146.64,2,过拧,67
E1078,M16,8.8,0,-10,180.0,125.96,2,过拧,131
E1079,M20,10.9,1,20,320.0,130.27,2,过拧,152
E1080,M24,12.9,2,50,520.0,138.93,2,过拧,174
E1081,M12,8.8,0,-10,80.0,164.03,2,过拧,64
E1082,M16,10.9,1,20,180.0,184.76,2,过拧,84
E1083,M20,12.9,2,50,320.0,122.07,2,过拧,139
E1084,M24,8.8,0,-10,520.0,137.07,2,过拧,193
E1085,M12,10.9,1,20,80.0,150.82,2,过拧,69
E1086,M16,12.9,2,50,180.0,178.42,2,过拧,77
E1087,M20,8.8,0,-10,320.0,150.09,2,过拧,140
E1088,M24,10.9,1,20,520.0,111.76,2,过拧,221
E1089,M12,12.9,2,50,80.0,131.0,2,过拧,66
E1090,M16,8.8,0,-10,180.0,117.13,2,过拧,137
E1091,M20,10.9,1,20,320.0,131.51,2,过拧,155
E1092,M24,12.9,2,50,520.0,169.33,2,过拧,130
E1093,M12,8.8,0,-10,80.0,161.63,2,过拧,68
E1094,M16,10.9,1,20,180.0,135.62,2,过拧,107
E1095,M20,12.9,2,50,320.0,180.72,2,过拧,101
E1096,M24,8.8,0,-10,520.0,187.73,2,过拧,146
E1097,M12,10.9,1,20,80.0,183.57,2,过拧,55
E1098,M16,12.9,2,50,180.0,179.82,2,过拧,82
E1099,M20,8.8,0,-10,320.0,107.12,2,过拧,193
E1100,M24,10.9,1,20,520.0,120.49,2,过拧,212
E1101,M12,12.9,2,50,80.0,135.14,2,过拧,69
E1102,M16,8.8,0,-10,180.0,190.15,2,过拧,82
E1103,M20,10.9,1,20,320.0,184.06,2,过拧,102
E1104,M24,12.9,2,50,520.0,139.48,2,过拧,159
E1105,M12,8.8,0,-10,80.0,144.62,2,过拧,82
E1106,M16,10.9,1,20,180.0,144.27,2,过拧,97
E1107,M20,12.9,2,50,320.0,170.17,2,过拧,105
E1108,M24,8.8,0,-10,520.0,159.16,2,过拧,169
E1109,M12,10.9,1,20,80.0,129.49,2,过拧,81
E1110,M16,12.9,2,50,180.0,180.63,2,过拧,74
E1111,M20,8.8,0,-10,320.0,135.82,2,过拧,168
E1112,M24,10.9,1,20,520.0,168.53,2,过拧,147
E1113,M12,12.9,2,50,80.0,164.35,2,过拧,57
E1114,M16,8.8,0,-10,180.0,153.77,2,过拧,105
E1115,M20,10.9,1,20,320.0,147.68,2,过拧,136
E1116,M24,12.9,2,50,520.0,123.96,2,过拧,184
E1117,M12,8.8,0,-10,80.0,110.26,2,过拧,97
E1118,M16,10.9,1,20,180.0,140.89,2,过拧,104
E1119,M20,12.9,2,50,320.0,195.37,2,过拧,90
E1120,M24,8.8,0,-10,520.0,122.89,2,过拧,200
E1121,M12,10.9,1,20,80.0,139.03,2,过拧,76
E1122,M16,12.9,2,50,180.0,123.18,2,过拧,114
E1123,M20,8.8,0,-10,320.0,134.98,2,过拧,151
E1124,M24,10.9,1,20,520.0,155.64,2,过拧,147
E1125,M12,12.9,2,50,80.0,187.86,2,过拧,51
E1126,M16,8.8,0,-10,180.0,136.58,2,过拧,120
E1127,M20,10.9,1,20,320.0,179.02,2,过拧,111
E1128,M24,12.9,2,50,520.0,173.64,2,过拧,127
E1129,M12,8.8,0,-10,80.0,174.3,2,过拧,59
E1130,M16,10.9,1,20,180.0,139.17,2,过拧,102
E1131,M20,12.9,2,50,320.0,153.11,2,过拧,110
E1132,M24,8.8,0,-10,520.0,136.92,2,过拧,198
E1133,M12,10.9,1,20,80.0,167.39,2,过拧,60
E1134,M16,12.9,2,50,180.0,125.18,2,过拧,115
E1135,M20,8.8,0,-10,320.0,120.46,2,过拧,176
E1136,M24,10.9,1,20,520.0,178.71,2,过拧,128
E1137,M12,12.9,2,50,80.0,168.4,2,过拧,54
E1138,M16,8.8,0,-10,180.0,112.04,2,过拧,152
E1139,M20,10.9,1,20,320.0,153.84,2,过拧,121
E1140,M24,12.9,2,50,520.0,161.69,2,过拧,145
E1141,M12,8.8,0,-10,80.0,163.04,2,过拧,69
E1142,M16,10.9,1,20,180.0,149.6,2,过拧,102
E1143,M20,12.9,2,50,320.0,186.58,2,过拧,98
E1144,M24,8.8,0,-10,520.0,184.6,2,过拧,143
E1145,M12,10.9,1,20,80.0,132.93,2,过拧,74
E1146,M16,12.9,2,50,180.0,135.27,2,过拧,99
E1147,M20,8.8,0,-10,320.0,139.71,2,过拧,160
E1148,M24,10.9,1,20,520.0,178.97,2,过拧,128
E1149,M12,12.9,2,50,80.0,138.1,2,过拧,69
E1150,M16,8.8,0,-10,180.0,165.62,2,过拧,100
E1151,M20,10.9,1,20,320.0,117.2,2,过拧,161
E1152,M24,12.9,2,50,520.0,178.78,2,过拧,129
E1153,M12,8.8,0,-10,80.0,186.71,2,过拧,54
E1154,M16,10.9,1,20,180.0,119.02,2,过拧,125
E1155,M20,12.9,2,50,320.0,114.53,2,过拧,160
E1156,M24,8.8,0,-10,520.0,175.11,2,过拧,137
E1157,M12,10.9,1,20,80.0,152.14,2,过拧,62
E1158,M16,12.9,2,50,180.0,176.32,2,过拧,77
E1159,M20,8.8,0,-10,320.0,126.09,2,过拧,169
E1160,M24,10.9,1,20,520.0,118.8,2,过拧,190
E1161,M12,12.9,2,50,80.0,162.76,2,过拧,59
E1162,M16,8.8,0,-10,180.0,141.44,2,过拧,111
E1163,M20,10.9,1,20,320.0,178.03,2,过拧,113
E1164,M24,12.9,2,50,520.0,129.38,2,过拧,177
E1165,M12,8.8,0,-10,80.0,152.08,2,过拧,68
E1166,M16,10.9,1,20,180.0,131.84,2,过拧,112
E1167,M20,12.9,2,50,320.0,183.03,2,过拧,100
E1168,M24,8.8,0,-10,520.0,124.36,2,过拧,226
E1169,M12,10.9,1,20,80.0,128.25,2,过拧,79
E1170,M16,12.9,2,50,180.0,151.69,2,过拧,94
E1171,M20,8.8,0,-10,320.0,166.05,2,过拧,121
E1172,M24,10.9,1,20,520.0,176.9,2,过拧,139
E1173,M12,12.9,2,50,80.0,139.04,2,过拧,67
E1174,M16,8.8,0,-10,180.0,139.84,2,过拧,111
E1175,M20,10.9,1,20,320.0,161.56,2,过拧,112
E1176,M24,12.9,2,50,520.0,141.12,2,过拧,164
E1177,M12,8.8,0,-10,80.0,181.45,2,过拧,56
E1178,M16,10.9,1,20,180.0,134.38,2,过拧,110
E1179,M20,12.9,2,50,320.0,124.39,2,过拧,138
E1180,M24,8.8,0,-10,520.0,113.92,2,过拧,243
E1181,M12,10.9,1,20,80.0,153.54,2,过拧,64
E1182,M16,12.9,2,50,180.0,126.32,2,过拧,109
E1183,M20,8.8,0,-10,320.0,173.08,2,过拧,121
E1184,M24,10.9,1,20,520.0,143.45,2,过拧,175
E1185,M12,12.9,2,50,80.0,145.98,2,过拧,67
E1186,M16,8.8,0,-10,180.0,170.53,2,过拧,89
E1187,M20,10.9,1,20,320.0,175.31,2,过拧,110
E1188,M24,12.9,2,50,520.0,135.11,2,过拧,163
E1189,M12,8.8,0,-10,80.0,142.0,2,过拧,73
E1190,M16,10.9,1,20,180.0,131.31,2,过拧,117
E1191,M20,12.9,2,50,320.0,132.56,2,过拧,129
E1192,M24,8.8,0,-10,520.0,126.68,2,过拧,213
E1193,M12,10.9,1,20,80.0,120.96,2,过拧,79
E1194,M16,12.9,2,50,180.0,133.71,2,过拧,101
E1195,M20,8.8,0,-10,320.0,182.96,2,过拧,113
E1196,M24,10.9,1,20,520.0,188.86,2,过拧,131
E1197,M12,12.9,2,50,80.0,179.46,2,过拧,54
E1198,M16,8.8,0,-10,180.0,146.67,2,过拧,113
E1199,M20,10.9,1,20,320.0,132.87,2,过拧,149
E1200,M24,12.9,2,50,520.0,172.68,2,过拧,127
E1201,M12,8.8,0,-10,80.0,163.9,3,滑牙,55
E1202,M16,10.9,1,20,180.0,155.77,3,滑牙,79
E1203,M20,12.9,2,50,320.0,193.95,3,滑牙,72
E1204,M24,8.8,0,-10,520.0,136.97,3,滑牙,156
E1205,M12,10.9,1,20,80.0,127.02,3,滑牙,71
E1206,M16,12.9,2,50,180.0,180.4,3,滑牙,59
E1207,M20,8.8,0,-10,320.0,148.36,3,滑牙,110
E1208,M24,10.9,1,20,520.0,116.18,3,滑牙,154
E1209,M12,12.9,2,50,80.0,155.57,3,滑牙,51
E1210,M16,8.8,0,-10,180.0,123.02,3,滑牙,105
E1211,M20,10.9,1,20,320.0,113.3,3,滑牙,128
E1212,M24,12.9,2,50,520.0,163.65,3,滑牙,109
E1213,M12,8.8,0,-10,80.0,159.53,3,滑牙,59
E1214,M16,10.9,1,20,180.0,130.95,3,滑牙,88
E1215,M20,12.9,2,50,320.0,120.21,3,滑牙,116
E1216,M24,8.8,0,-10,520.0,169.59,3,滑牙,126
E1217,M12,10.9,1,20,80.0,171.52,3,滑牙,50
E1218,M16,12.9,2,50,180.0,160.96,3,滑牙,65
E1219,M20,8.8,0,-10,320.0,141.28,3,滑牙,125
E1220,M24,10.9,1,20,520.0,131.3,3,滑牙,143
E1221,M12,12.9,2,50,80.0,152.7,3,滑牙,53
E1222,M16,8.8,0,-10,180.0,128.15,3,滑牙,88
E1223,M20,10.9,1,20,320.0,185.38,3,滑牙,77
E1224,M24,12.9,2,50,520.0,185.61,3,滑牙,99
E1225,M12,8.8,0,-10,80.0,125.39,3,滑牙,76
E1226,M16,10.9,1,20,180.0,154.05,3,滑牙,72
E1227,M20,12.9,2,50,320.0,133.49,3,滑牙,104
E1228,M24,8.8,0,-10,520.0,117.92,3,滑牙,175
E1229,M12,10.9,1,20,80.0,137.21,3,滑牙,61
E1230,M16,12.9,2,50,180.0,186.53,3,滑牙,58
E1231,M20,8.8,0,-10,320.0,119.31,3,滑牙,141
E1232,M24,10.9,1,20,520.0,133.74,3,滑牙,131
E1233,M12,12.9,2,50,80.0,114.23,3,滑牙,67
E1234,M16,8.8,0,-10,180.0,150.36,3,滑牙,82
E1235,M20,10.9,1,20,320.0,164.7,3,滑牙,92
E1236,M24,12.9,2,50,520.0,117.71,3,滑牙,157
E1237,M12,8.8,0,-10,80.0,124.98,3,滑牙,64
E1238,M16,10.9,1,20,180.0,149.68,3,滑牙,78
E1239,M20,12.9,2,50,320.0,179.76,3,滑牙,84
E1240,M24,8.8,0,-10,520.0,123.14,3,滑牙,172
E1241,M12,10.9,1,20,80.0,176.53,3,滑牙,50
E1242,M16,12.9,2,50,180.0,127.02,3,滑牙,87
E1243,M20,8.8,0,-10,320.0,148.05,3,滑牙,104
E1244,M24,10.9,1,20,520.0,117.83,3,滑牙,163
E1245,M12,12.9,2,50,80.0,123.54,3,滑牙,63
E1246,M16,8.8,0,-10,180.0,163.62,3,滑牙,78
E1247,M20,10.9,1,20,320.0,172.44,3,滑牙,87
E1248,M24,12.9,2,50,520.0,119.68,3,滑牙,146
E1249,M12,8.8,0,-10,80.0,164.52,3,滑牙,50
E1250,M16,10.9,1,20,180.0,152.71,3,滑牙,79
E1251,M20,12.9,2,50,320.0,146.55,3,滑牙,101
E1252,M24,8.8,0,-10,520.0,175.43,3,滑牙,120
E1253,M12,10.9,1,20,80.0,183.05,3,滑牙,48
E1254,M16,12.9,2,50,180.0,135.34,3,滑牙,79
E1255,M20,8.8,0,-10,320.0,144.3,3,滑牙,109
E1256,M24,10.9,1,20,520.0,178.07,3,滑牙,104
E1257,M12,12.9,2,50,80.0,146.59,3,滑牙,55
E1258,M16,8.8,0,-10,180.0,152.68,3,滑牙,90
E1259,M20,10.9,1,20,320.0,183.66,3,滑牙,85
E1260,M24,12.9,2,50,520.0,176.65,3,滑牙,92
E1261,M12,8.8,0,-10,80.0,151.8,3,滑牙,59
E1262,M16,10.9,1,20,180.0,135.64,3,滑牙,93
E1263,M20,12.9,2,50,320.0,169.04,3,滑牙,82
E1264,M24,8.8,0,-10,520.0,187.52,3,滑牙,102
E1265,M12,10.9,1,20,80.0,134.1,3,滑牙,64
E1266,M16,12.9,2,50,180.0,118.2,3,滑牙,99
E1267,M20,8.8,0,-10,320.0,133.02,3,滑牙,116
E1268,M24,10.9,1,20,520.0,139.7,3,滑牙,144
E1269,M12,12.9,2,50,80.0,160.42,3,滑牙,53
E1270,M16,8.8,0,-10,180.0,189.13,3,滑牙,64
E1271,M20,10.9,1,20,320.0,132.22,3,滑牙,118
E1272,M24,12.9,2,50,520.0,147.5,3,滑牙,125
E1273,M12,8.8,0,-10,80.0,176.54,3,滑牙,52
E1274,M16,10.9,1,20,180.0,120.85,3,滑牙,99
E1275,M20,12.9,2,50,320.0,179.4,3,滑牙,83
E1276,M24,8.8,0,-10,520.0,154.59,3,滑牙,130
E1277,M12,10.9,1,20,80.0,145.94,3,滑牙,60
E1278,M16,12.9,2,50,180.0,147.87,3,滑牙,78
E1279,M20,8.8,0,-10,320.0,190.58,3,滑牙,77
E1280,M24,10.9,1,20,520.0,114.17,3,滑牙,171
E1281,M12,12.9,2,50,80.0,144.17,3,滑牙,55
E1282,M16,8.8,0,-10,180.0,148.02,3,滑牙,87
E1283,M20,10.9,1,20,320.0,167.9,3,滑牙,90
E1284,M24,12.9,2,50,520.0,121.91,3,滑牙,137
E1285,M12,8.8,0,-10,80.0,167.85,3,滑牙,52
E1286,M16,10.9,1,20,180.0,147.09,3,滑牙,83
E1287,M20,12.9,2,50,320.0,156.11,3,滑牙,90
E1288,M24,8.8,0,-10,520.0,163.98,3,滑牙,133
E1289,M12,10.9,1,20,80.0,148.64,3,滑牙,54
E1290,M16,12.9,2,50,180.0,138.3,3,滑牙,76
E1291,M20,8.8,0,-10,320.0,140.44,3,滑牙,112
E1292,M24,10.9,1,20,520.0,178.29,3,滑牙,105
E1293,M12,12.9,2,50,80.0,119.68,3,滑牙,64
E1294,M16,8.8,0,-10,180.0,171.96,3,滑牙,79
E1295,M20,10.9,1,20,320.0,179.67,3,滑牙,78
E1296,M24,12.9,2,50,520.0,146.03,3,滑牙,111
E1297,M12,8.8,0,-10,80.0,192.12,3,滑牙,44
E1298,M16,10.9,1,20,180.0,156.99,3,滑牙,79
E1299,M20,12.9,2,50,320.0,123.66,3,滑牙,111
E1300,M24,8.8,0,-10,520.0,157.17,3,滑牙,128
E1301,M12,10.9,1,20,80.0,164.84,3,滑牙,50
E1302,M16,12.9,2,50,180.0,117.36,3,滑牙,87
E1303,M20,8.8,0,-10,320.0,133.61,3,滑牙,125
E1304,M24,10.9,1,20,520.0,132.91,3,滑牙,147
E1305,M12,12.9,2,50,80.0,123.34,3,滑牙,66
E1306,M16,8.8,0,-10,180.0,125.78,3,滑牙,112
E1307,M20,10.9,1,20,320.0,157.91,3,滑牙,101
E1308,M24,12.9,2,50,520.0,181.69,3,滑牙,88
E1309,M12,8.8,0,-10,80.0,128.04,3,滑牙,66
E1310,M16,10.9,1,20,180.0,115.51,3,滑牙,99
E1311,M20,12.9,2,50,320.0,173.32,3,滑牙,83
E1312,M24,8.8,0,-10,520.0,182.15,3,滑牙,110
E1313,M12,10.9,1,20,80.0,110.87,3,滑牙,78
E1314,M16,12.9,2,50,180.0,164.53,3,滑牙,73
E1315,M20,8.8,0,-10,320.0,190.41,3,滑牙,87
E1316,M24,10.9,1,20,520.0,147.98,3,滑牙,123
E1317,M12,12.9,2,50,80.0,140.41,3,滑牙,56
E1318,M16,8.8,0,-10,180.0,142.88,3,滑牙,95
E1319,M20,10.9,1,20,320.0,131.02,3,滑牙,106
E1320,M24,12.9,2,50,520.0,178.07,3,滑牙,101
E1321,M12,8.8,0,-10,80.0,147.77,3,滑牙,56
E1322,M16,10.9,1,20,180.0,135.43,3,滑牙,85
E1323,M20,12.9,2,50,320.0,132.15,3,滑牙,99
E1324,M24,8.8,0,-10,520.0,140.72,3,滑牙,151
E1325,M12,10.9,1,20,80.0,183.5,3,滑牙,43
E1326,M16,12.9,2,50,180.0,150.56,3,滑牙,71
E1327,M20,8.8,0,-10,320.0,181.12,3,滑牙,83
E1328,M24,10.9,1,20,520.0,135.66,3,滑牙,149
E1329,M12,12.9,2,50,80.0,184.91,3,滑牙,43
E1330,M16,8.8,0,-10,180.0,166.58,3,滑牙,73
E1331,M20,10.9,1,20,320.0,123.24,3,滑牙,126
E1332,M24,12.9,2,50,520.0,175.88,3,滑牙,99
E1333,M12,8.8,0,-10,80.0,129.77,3,滑牙,73
E1334,M16,10.9,1,20,180.0,166.05,3,滑牙,76
E1335,M20,12.9,2,50,320.0,138.41,3,滑牙,99
E1336,M24,8.8,0,-10,520.0,129.03,3,滑牙,154
E1337,M12,10.9,1,20,80.0,182.13,3,滑牙,41
E1338,M16,12.9,2,50,180.0,165.75,3,滑牙,70
E1339,M20,8.8,0,-10,320.0,148.91,3,滑牙,113
E1340,M24,10.9,1,20,520.0,157.4,3,滑牙,107
